name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
sub_surv_1,sub_surv,,$technology_name_sub_surv_1,1909,3,26,"submarince_c(10), sub_displacement(5), sub_hull_power(10), sub_speed_power(2.5), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_1,"The submarine's hull receives some outer modules, like the ballast tanks which enhance its surface and diving speed. *Submarines' stealth +5%, survivability +5%*",,
sub_surv_2,sub_surv,,$technology_name_sub_surv_2,1914,3,26,"submarince_c(10), sub_displacement(6.5), sub_hull_power(10), sub_speed_power(2.5), sub_range_power(2)",,"submarine_stealth(5), submarine_speed(5)",$technology_desc_sub_surv_2,"A non-watertight outer hull covers the main hull with purpose to improve aerodynamically the submarine's shape and increase its speed and overall water performance. *Submarines' stealth +5%, speed +5%*",,
sub_surv_3,sub_surv,,$technology_name_sub_surv_3,1918,3,26,"submarince_c(12.5), sub_displacement(7.5), sub_hull_power(10), sub_stealth_power(20), sub_speed_power(-1.5), sub_range_power(3.5)",,"submarine_stealth(5), submarine_surv(10)",$technology_desc_sub_surv_3,"A double hull structure reduces the noise coming from submarine's internal operations and increases its survivalability against water pressure and depth charges. *Submarines' stealth +5%, +10% survivability*",,
sub_surv_4,sub_surv,,$technology_name_sub_surv_4,1925,3,26,"submarince_c(15), sub_displacement(8.5), sub_hull_power(20), sub_stealth_power(20), sub_speed_power(-2.5), sub_range_power(4)",,"submarine_stealth(5), submarine_surv(10)",$technology_desc_sub_surv_4,"A double hull structure reduces the noise coming from submarine's internal operations and increases its survivalability against water pressure and depth charges. *Submarines' stealth +5%, +10% survivability*",,
sub_surv_5,sub_surv,,$technology_name_sub_surv_5,1935,3,26,"submarince_c(25), sub_displacement(10), sub_hull_power(30), sub_stealth_power(20), sub_speed_power(-2.5), sub_range_power(5)",,"submarine_stealth(5), submarine_surv(10)",$technology_desc_sub_surv_5,"A double hull structure reduces the noise coming from submarine's internal operations and increases its survivalability against water pressure and depth charges. *Submarines' stealth +5%, +10% survivability*",,
sub_surv_6,sub_surv,,$technology_name_sub_surv_6,1925,1,26,"submarince_c(13.5), sub_hull_power(10), sub_stealth_power(10), sub_speed_power(2.5), sub_range_power(5)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_6,"The ideal shape of a submarine hull for minimum drag is found with a parabolic bow and an elliptical stern. *Submarines' stealth +5%, survivability +5%*",,
sub_surv_7,sub_surv,,$technology_name_sub_surv_7,1935,1,26,"submarince_c(16.5), sub_hull_power(10), sub_stealth_power(10), sub_speed_power(2.5), sub_range_power(5)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_7,"The ideal shape of a submarine hull for minimum drag is found with a parabolic bow and an elliptical stern. *Submarines' stealth +5%, survivability +5%*",,
sub_surv_8,sub_surv,,$technology_name_sub_surv_8,1915,1,26,"submarince_c(7.5), sub_stealth_power(20)",,submarine_stealth(5),$technology_desc_sub_surv_8,New submarine design methods reduce the noise produced by the engine and hull vibrations. *Submarines' stealth +5%*,,
sub_surv_9,sub_surv,,$technology_name_sub_surv_9,1922,1,26,"submarince_c(7.5), sub_stealth_power(20)",,submarine_stealth(5),$technology_desc_sub_surv_8,New submarine design methods reduce the noise produced by the engine and hull vibrations. *Submarines' stealth +5%*,,
sub_surv_10,sub_surv,,$technology_name_sub_surv_10,1929,1,26,"submarince_c(7.5), sub_stealth_power(20)",,submarine_stealth(5),$technology_desc_sub_surv_8,New submarine design methods reduce the noise produced by the engine and hull vibrations. *Submarines' stealth +5%*,,
sub_surv_11,sub_surv,,$technology_name_sub_surv_11,1934,1,26,"submarince_c(7.5), sub_stealth_power(20)",,submarine_stealth(5),$technology_desc_sub_surv_8,New submarine design methods reduce the noise produced by the engine and hull vibrations. *Submarines' stealth +5%*,,
sub_surv_12,sub_surv,,$technology_name_sub_surv_12,1938,1,26,"submarince_c(7.5), sub_stealth_power(20)",,submarine_stealth(5),$technology_desc_sub_surv_8,New submarine design methods reduce the noise produced by the engine and hull vibrations. *Submarines' stealth +5%*,,
sub_surv_13,sub_surv,,$technology_name_sub_surv_13,1910,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_14,sub_surv,,$technology_name_sub_surv_14,1913,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_15,sub_surv,,$technology_name_sub_surv_15,1916,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_16,sub_surv,,$technology_name_sub_surv_16,1920,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_17,sub_surv,,$technology_name_sub_surv_17,1925,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_18,sub_surv,,$technology_name_sub_surv_18,1930,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_19,sub_surv,,$technology_name_sub_surv_19,1935,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_20,sub_surv,,$technology_name_sub_surv_20,1940,1,26,"submarince_c(7.5), sub_attack_power(10)",,,$technology_desc_sub_surv_13,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_21,sub_surv,,$technology_name_sub_surv_21,1927,1,66,"submarince_c(7.5), sub_stealth_power(50)",,submarine_stealth_penalty(100),$technology_desc_sub_surv_21,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_22,sub_surv,,$technology_name_sub_surv_22,1935,1,66,"submarince_c(7.5), sub_stealth_power(50)",,submarine_stealth_penalty(100),$technology_desc_sub_surv_22,A highly sophisticated tube mechanism makes it to operate with minimum noise. *No stealth penalty during torpedo firing.*,,
sub_surv_23,sub_surv,,$technology_name_sub_surv_23,1907,1,26,"submarince_c(5), sub_stealth_power(5), sub_speed_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_23,"The submarine's propulsion system is enhanced with more efficient and silent propellers. *Submarines stealth +5%, survivability +5%*",,
sub_surv_24,sub_surv,,$technology_name_sub_surv_24,1910,1,26,"submarince_c(5), sub_stealth_power(5), sub_speed_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_23,"The submarine's propulsion system is enhanced with more efficient and silent propellers. *Submarines stealth +5%, survivability +5%*",,
sub_surv_25,sub_surv,,$technology_name_sub_surv_25,1914,1,26,"submarince_c(5), sub_stealth_power(5), sub_speed_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_23,"The submarine's propulsion system is enhanced with more efficient and silent propellers. *Submarines stealth +5%, survivability +5%*",,
sub_surv_26,sub_surv,,$technology_name_sub_surv_26,1920,1,26,"submarince_c(5), sub_stealth_power(5), sub_speed_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_23,"The submarine's propulsion system is enhanced with more efficient and silent propellers. *Submarines stealth +5%, survivability +5%*",,
sub_surv_27,sub_surv,,$technology_name_sub_surv_27,1930,1,26,"submarince_c(5), sub_stealth_power(5), sub_speed_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_23,"The submarine's propulsion system is enhanced with more efficient and silent propellers. *Submarines stealth +5%, survivability +5%*",,
sub_surv_28,sub_surv,,$technology_name_sub_surv_28,1940,1,26,"submarince_c(5), sub_stealth_power(5), sub_speed_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_23,"The submarine's propulsion system is enhanced with more efficient and silent propellers. *Submarines stealth +5%, survivability +5%*",,
sub_surv_29,sub_surv,,$technology_name_sub_surv_29,1909,3,26,"submarince_c(7.5), sub_stealth_power(10), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_29,,,
sub_surv_30,sub_surv,,$technology_name_sub_surv_30,1911,3,26,"submarince_c(7.5), sub_stealth_power(10), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_29,,,
sub_surv_31,sub_surv,,$technology_name_sub_surv_31,1914,3,26,"submarince_c(7.5), sub_stealth_power(10), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_29,,,
sub_surv_32,sub_surv,,$technology_name_sub_surv_32,1918,3,26,"submarince_c(7.5), sub_stealth_power(10), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_29,,,
sub_surv_33,sub_surv,,$technology_name_sub_surv_33,1923,3,26,"submarince_c(7.5), sub_stealth_power(10), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_29,,,
sub_surv_34,sub_surv,,$technology_name_sub_surv_34,1933,3,26,"submarince_c(7.5), sub_stealth_power(10), sub_range_power(2)",,"submarine_stealth(5), submarine_surv(5)",$technology_desc_sub_surv_29,,,
sub_surv_35,sub_surv,,$technology_name_sub_surv_35,1934,1,26,"submarince_c(10), sub_stealth_power(30), sub_speed_power(-3.5), sub_range_power(1.5)",,"submarine_stealth(10), submarine_surv(5)",$technology_desc_sub_surv_35,"The snorkel is a device which allows submarines to run on diesel engines even when underwater. This is simply a tube which extends above sea level while the submarine is submerged. The tube consists of an intake and exhaust pipe, where outside air is drawn into the submarine, and exhaust gases are expelled from the exhaust pipe. *Submarines stealth +10%, survivability +5%*",,
sub_surv_36,sub_surv,,$technology_name_sub_surv_36,1936,1,26,"submarince_c(10), sub_stealth_power(30), sub_speed_power(3.5), sub_range_power(1.5)",,submarine_stealth(5),$technology_desc_sub_surv_36,"The previous snorkel was prone to malfunctions because it was raised and lowered with an arm-mechanism that could not be operated manually. The telescopic snorkel is extended and retracted vertically, much like a periscope, and can be operated by hydraulics or manually by hand. *Submarines stealth +5%*",,
sub_surv_37,sub_surv,,$technology_name_sub_surv_37,1939,1,26,"submarince_c(5), sub_stealth_power(10), sub_speed_power(1.5), sub_range_power(1.5)",,submarine_stealth(5),$technology_desc_sub_surv_37,"The previous snorkel was prone to malfunctions because it was raised and lowered with an arm-mechanism that could not be operated manually. The telescopic snorkel is extended and retracted vertically, much like a periscope, and can be operated by hydraulics or manually by hand. *Submarines stealth +5%*",,
sub_surv_end,sub_surv,,$technology_name_sub_surv_end,1942,1,26,"submarince_c(5), sub_stealth_power(3), sub_speed_power(0.25), sub_displacement(1.5), sub_hull_power(2), sub_range_power(2), sub_attack_power(2)",,submarine_stealth(5),$technology_desc_sub_surv_end,"The previous snorkel was prone to malfunctions because it was raised and lowered with an arm-mechanism that could not be operated manually. The telescopic snorkel is extended and retracted vertically, much like a periscope, and can be operated by hydraulics or manually by hand. *Submarines stealth +5%*",,
# $techType_name_tactics_tactics,tactics_tactics,,,,,,,,,,,,
tactics_tactics_1,tactics_tactics,,$technology_name_tactics_tactics_1,1893,2,29,"max_crew_training(15), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_2,tactics_tactics,,$technology_name_tactics_tactics_2,1899,2,29,"max_crew_training(15), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_3,tactics_tactics,,$technology_name_tactics_tactics_3,1908,2,29,"max_crew_training(10), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_4,tactics_tactics,,$technology_name_tactics_tactics_4,1915,2,29,"max_crew_training(10), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_5,tactics_tactics,,$technology_name_tactics_tactics_5,1925,2,29,"max_crew_training(10), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_6,tactics_tactics,,$technology_name_tactics_tactics_6,1935,2,29,"max_crew_training(10), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_7,tactics_tactics,,$technology_name_tactics_tactics_7,1940,2,100,"max_crew_training(25), training_efficiency(5)",,,$technology_desc_tactics_tactics_7,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
