#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
3986,,Reina María Cristina,spain,bc,,,,,,
3987,,San Andrés,spain,bc,,,,,,
3988,,San Antonio de Padua,spain,bc,,,,,,
3989,,San Cayetano,spain,bc,,,,,,
3990,,San Esteban Apedreado,spain,bc,,,,,,
3991,,San Felipe,spain,bc,,,,,,
3992,,San Fernando el Chico,spain,bc,,,,,,
3993,,San Fernando el Pequeño,spain,bc,,,,,,
3994,,San Francisco,spain,bc,,,,,,
3995,,San Francisco Javier,spain,bc,,,,,,
3996,,San Jorge,spain,bc,,,,,,
3997,,Sán Jose,spain,bc,,,,,,
3998,,San Juanico,spain,bc,,,,,,
3999,,San Marcos,spain,bc,,,,,,
4000,,San Miguel,spain,bc,,,,,,
4001,,Santa Águeda,spain,bc,,,,,,
4002,,Santa Ana,spain,bc,,,,,,
4003,,Santa Balbina,spain,bc,,,,,,
4004,,Santa Bárbara,spain,bc,,,,,,
4005,,Santa Bárbara La Chata,spain,bc,,,,,,
4006,,Santa Bibiana,spain,bc,,,,,,
4007,,Santa Brígida,spain,bc,,,,,,
4008,,Santa Casilda,spain,bc,,,,,,
4009,,Santa Catalina,spain,bc,,,,,,
4010,,Santa Cecilia,spain,bc,,,,,,
4011,,Santa Clara,spain,bc,,,,,,
4012,,Santa Cristina,spain,bc,,,,,,
4013,,Santa Dorotea,spain,bc,,,,,,
4014,,Santa Elena,spain,bc,,,,,,
4015,,Santa Escolástica,spain,bc,,,,,,
4016,,Santa Florentina,spain,bc,,,,,,
4017,,Santa Genoveva,spain,bc,,,,,,
4018,,Santa Gertrudis,spain,bc,,,,,,
4019,,Santa Isabel,spain,bc,,,,,,
4020,,Santa Leocadia,spain,bc,,,,,,
4021,,Santa Lucía,spain,bc,,,,,,
4022,,Santa Margarita,spain,bc,,,,,,
4023,,Santa María de la Cabeza,spain,bc,,,,,,
4024,,Santa María Magdalena,spain,bc,,,,,,
4025,,Santa Marta,spain,bc,,,,,,
4026,,Santa Matilde,spain,bc,,,,,,
4027,,Santa Mónica,spain,bc,,,,,,
4028,,Santa Paula,spain,bc,,,,,,
4029,,Santa Perpetua,spain,bc,,,,,,
4030,,Santa Petronila,spain,bc,,,,,,
4031,,Santa Quiteria,spain,bc,,,,,,
4032,,Santa Rita,spain,bc,,,,,,
4033,,Santa Rosa,spain,bc,,,,,,
4034,,Santa Rosalía,spain,bc,,,,,,
4035,,Santa Rufina,spain,bc,,,,,,
4036,,Santa Sabina,spain,bc,,,,,,
4037,,Santa Susana,spain,bc,,,,,,
4038,,Santa Tecla,spain,bc,,,,,,
4039,,Santa Teresa,spain,bc,,,,,,
4040,,Santa Yrene,spain,bc,,,,,,
4041,,Santiago Neptuno,spain,bc,,,,,,
4042,,Soledad,spain,bc,,,,,,
4043,,Sorpresa,spain,bc,,,,,,
4044,,Tetis,spain,bc,,,,,,
4045,,Tetis Guadalupe,spain,bc,,,,,,
4046,,Tigre,spain,bc,,,,,,
4047,,Tolosilla,spain,bc,,,,,,
4048,,Triunfo San Gristóbal,spain,bc,,,,,,
4049,,Unicornio,spain,bc,,,,,,
4050,,Venganza,spain,bc,,,,,,
4051,,Ventura,spain,bc,,,,,,
4052,,Venturera,spain,bc,,,,,,
4053,,Victoria,spain,bc,,,,,,
4054,,Villa de Bilbao,spain,bc,,,,,,
4055,,Viva,spain,bc,,,,,,
4056,,Volante,spain,bc,,,,,,
4057,,Ynfante,spain,bc,,,,,,
4058,,Infanta Maria Teresa,spain,ca,,,,,,
4059,,Vizcaya,spain,ca,,,,,,
4060,,Alfonso XII,spain,ca,,,,,,
4061,,Almirante Cervera,spain,ca,,,,,,
4062,,Almirante Oquendo,spain,ca,,,,,,
4063,,Aragon,spain,ca,,,,,,
4064,,Baleares,spain,ca,,,,,,
4065,,Begoña,spain,ca,,,,,,
4066,,Blas de Lezo,spain,ca,,,,,,
4067,,Buenaventura,spain,ca,,,,,,
4068,,Canarias,spain,ca,,,,,,
4069,,Cardenal Cisneros,spain,ca,,,,,,
4070,,Caridad Inglesa,spain,ca,,,,,,
4071,,Cataluña,spain,ca,,,,,,
4072,,Celedon,spain,ca,,,,,,
4073,,Concepcion de Zubelzu,spain,ca,,,,,,
4074,,Cristóbal Colón,spain,ca,,,,,,
4075,,Emperador Carlos V,spain,ca,,,,,,
4076,,Encoronada,spain,ca,,,,,,
4077,,Isla de Cuba,spain,ca,,,,,,
4078,,Isla de Luzon,spain,ca,,,,,,
4079,,La Concepción,spain,ca,,,,,,
4080,,La Juliana,spain,ca,,,,,,
4081,,La Lavia,spain,ca,,,,,,
4082,,Magdalena,spain,ca,,,,,,
4083,,Manuela,spain,ca,,,,,,
4084,,Maria Juan,spain,ca,,,,,,
4085,,Navarra,spain,ca,,,,,,
4086,,Nuestra Señora,spain,ca,,,,,,
4087,,Nuestra Senora del Pilar,spain,ca,,,,,,
4088,,Princesa de Asturias,spain,ca,,,,,,
4089,,Purificatión,spain,ca,,,,,,
4090,,Rapido,spain,ca,,,,,,
4091,,Reina Regente,spain,ca,,,,,,
4092,,Reina Victoria Eugenia,spain,ca,,,,,,
4093,,Republica,spain,ca,,,,,,
4094,,San Agustín,spain,ca,,,,,,
4095,,San Ambrosio,spain,ca,,,,,,
4096,,San Cristobal,spain,ca,,,,,,
4097,,San Esteban,spain,ca,,,,,,
4098,,San Felipe,spain,ca,,,,,,
4099,,San Francisco,spain,ca,,,,,,
4100,,San Gerónimo,spain,ca,,,,,,
4101,,San Juan,spain,ca,,,,,,
4102,,San Juan Baptista,spain,ca,,,,,,
4103,,San Juan de Gargoriu,spain,ca,,,,,,
4104,,San Juan el Menor,spain,ca,,,,,,
4105,,San Martin,spain,ca,,,,,,
4106,,San Pedro,spain,ca,,,,,,
4107,,San Salvador,spain,ca,,,,,,
4108,,San Tomás de Aquino,spain,ca,,,,,,
4109,,Santa Ana,spain,ca,,,,,,
4110,,Santa Barbara,spain,ca,,,,,,
4111,,Santa Clara,spain,ca,,,,,,
4112,,Santa Cruz,spain,ca,,,,,,
4113,,Santa Maria de Gracia,spain,ca,,,,,,
4114,,Santa Maria de la Rosa,spain,ca,,,,,,
4115,,Santiago,spain,ca,,,,,,
4116,,Santiago el Mayor,spain,ca,,,,,,
4117,,Santo Cristo de Burgos,spain,ca,,,,,,
4118,,Trinidad,spain,ca,,,,,,
4119,,Trinidad Valencera,spain,ca,,,,,,
4120,,Velasco,spain,ca,,,,,,
4121,,Virgen,spain,ca,,,,,,
4122,,África,spain,cl,,,,,,
4123,,Alerta,spain,cl,,,,,,
4124,,Alfonso XII,spain,cl,,,,,,
4125,,Almansa,spain,cl,,,,,,
4126,,Almirante Cervera,spain,cl,,,,,,
4127,,Andalucía,spain,cl,,,,,,
4128,,Andaluza,spain,cl,,,,,,
4129,,Animosa,spain,cl,,,,,,
4130,,Antonio Ulloa,spain,cl,,,,,,
4131,,Aragon,spain,cl,,,,,,
4132,,Asturias,spain,cl,,,,,,
4133,,Berenguela,spain,cl,,,,,,
4134,,Blanca,spain,cl,,,,,,
4135,,Blas de Lezo,spain,cl,,,,,,
4136,,Blasco de Garay,spain,cl,,,,,,
4137,,Buenaventura,spain,cl,,,,,,
4138,,Caridad,spain,cl,,,,,,
4139,,Carmén,spain,cl,,,,,,
4140,,Castilla,spain,cl,,,,,,
4141,,Céres,spain,cl,,,,,,
4142,,Churruca,spain,cl,,,,,,
4143,,Circe,spain,cl,,,,,,
4144,,Clase Conde de Venadito,spain,cl,,,,,,
4145,,Colón,spain,cl,,,,,,
4146,,Concordia,spain,cl,,,,,,
4147,,Conde de Regla,spain,cl,,,,,,
4148,,Conde del Venadito,spain,cl,,,,,,
4149,,Congreso,spain,cl,,,,,,
4150,,Constancia,spain,cl,,,,,,
4151,,Consuelo,spain,cl,,,,,,
4152,,Covadonga,spain,cl,,,,,,
4153,,Cristobal Colon,spain,cl,,,,,,
4154,,Diana,spain,cl,,,,,,
4155,,Don Álvaro de Bazán,spain,cl,,,,,,
4156,,Don Antonio de Ulloa,spain,cl,,,,,,
4157,,Don Juan de Austria,spain,cl,,,,,,
4158,,Doña María de Molina,spain,cl,,,,,,
4159,,Edetana,spain,cl,,,,,,
4160,,Elcano,spain,cl,,,,,,
4161,,Extremadura,spain,cl,,,,,,
4162,,Favorita,spain,cl,,,,,,
4163,,Fernado el Católico,spain,cl,,,,,,
4164,,Ferrolano,spain,cl,,,,,,
4165,,Francisco de Asís,spain,cl,,,,,,
4166,,Gaditano,spain,cl,,,,,,
4167,,Galicia,spain,cl,,,,,,
4168,,General Lezo,spain,cl,,,,,,
4169,,General Liniers,spain,cl,,,,,,
4170,,Gerona,spain,cl,,,,,,
4171,,Gravina,spain,cl,,,,,,
4172,,Guadalquivir,spain,cl,,,,,,
4173,,Guadiana,spain,cl,,,,,,
4174,,Hernán Cortés,spain,cl,,,,,,
4175,,Huelva,spain,cl,,,,,,
4176,,Infanta Isabel,spain,cl,,,,,,
4177,,Isabel Francisca,spain,cl,,,,,,
4178,,Isabel II,spain,cl,,,,,,
4179,,Isabel la Católica,spain,cl,,,,,,
4180,,Isla de Luzón,spain,cl,,,,,,
4181,,Jorge Juan,spain,cl,,,,,,
4182,,Lealtad,spain,cl,,,,,,
4183,,León,spain,cl,,,,,,
4184,,Lepanto,spain,cl,,,,,,
4185,,Libertad,spain,cl,,,,,,
4186,,Ligera,spain,cl,,,,,,
4187,,Magallanes,spain,cl,,,,,,
4188,,Mendez Nuñez,spain,cl,,,,,,
4189,,Miguel de Cervantes,spain,cl,,,,,,
4190,,Narváez,spain,cl,,,,,,
4191,,Navarra,spain,cl,,,,,,
4192,,Navas de Tolosa,spain,cl,,,,,,
4193,,Neptuno,spain,cl,,,,,,
4194,,Pampero,spain,cl,,,,,,
4195,,Península,spain,cl,,,,,,
4196,,Petronila,spain,cl,,,,,,
4197,,Piles,spain,cl,,,,,,
4198,,Pizarro,spain,cl,,,,,,
4199,,Principe Alfonso,spain,cl,,,,,,
4200,,Prosperidad,spain,cl,,,,,,
4201,,Reina Cristina,spain,cl,,,,,,
4202,,Reina de Castilla,spain,cl,,,,,,
4203,,Reina Mercedes,spain,cl,,,,,,
4204,,Reina Regente,spain,cl,,,,,,
4205,,Resolución,spain,cl,,,,,,
4206,,Rio de la Plata,spain,cl,,,,,,
4207,,Santa Filomena,spain,cl,,,,,,
4208,,Santa Lucía,spain,cl,,,,,,
4209,,Santa Rosalía,spain,cl,,,,,,
4210,,Santa Teresa,spain,cl,,,,,,
4211,,Satélite,spain,cl,,,,,,
4212,,Sirena,spain,cl,,,,,,
4213,,Tornado,spain,cl,,,,,,
4214,,Triunfo,spain,cl,,,,,,
4215,,Valiente,spain,cl,,,,,,
4216,,Vasco Nuñes de Balboa,spain,cl,,,,,,
4217,,Velasco,spain,cl,,,,,,
4218,,Vencedora,spain,cl,,,,,,
4219,,Victoria de las Tunas,spain,cl,,,,,,
4220,,Vigilante,spain,cl,,,,,,
4221,,Villa de Madrid,spain,cl,,,,,,
4222,,Vulcano,spain,cl,,,,,,
4223,,Destructor,spain,dd,,,,,,
4224,,Furor,spain,dd,,,,,,
4225,,Pluton,spain,dd,,,,,,
4226,,Terror,spain,dd,,,,,,
4227,,Audaz,spain,dd,,,,,,
4228,,Osado,spain,dd,,,,,,
4229,,Proserpina,spain,dd,,,,,,
4230,,Bustamante,spain,dd,,,,,,
4231,,Villamil,spain,dd,,,,,,
4232,,Cadarso,spain,dd,,,,,,
4233,,Alsedo,spain,dd,,,,,,
4234,,Velasco,spain,dd,,,,,,
4235,,Lazaga,spain,dd,,,,,,
4236,,Churruca,spain,dd,,,,,,
4237,,Sanchez Barcáiztegui,spain,dd,,,,,,
4238,,José Luis Díez,spain,dd,,,,,,
4239,,Almirante Ferrándiz,spain,dd,,,,,,
4240,,Alcalá Galiano,spain,dd,,,,,,
4241,,Almirante Valdés,spain,dd,,,,,,
4242,,Almirante Antequera,spain,dd,,,,,,
4243,,Almirante Miranda,spain,dd,,,,,,
4244,,Ciscar,spain,dd,,,,,,
4245,,Escaño,spain,dd,,,,,,
4246,,Gravina,spain,dd,,,,,,
4247,,Jorge Juan,spain,dd,,,,,,
4248,,Ulloa,spain,dd,,,,,,
4249,,Liniers,spain,dd,,,,,,
4250,,Álava,spain,dd,,,,,,
4251,,Alessandro Poerio,spain,dd,,,,,,
4252,,Huesca,spain,dd,,,,,,
4253,,Teruel,spain,dd,,,,,,
4254,,Aquila,spain,dd,,,,,,
4255,,Mărăşti,spain,dd,,,,,,
4256,,Ceuta,spain,dd,,,,,,
4257,,Melilla,spain,dd,,,,,,
4258,,Meteoro,spain,dd,,,,,,
4259,,Rayo,spain,dd,,,,,,
4260,,Ariete,spain,dd,,,,,,
4261,,Temerario,spain,dd,,,,,,
4262,,Intrépido,spain,dd,,,,,,
4263,,Relámpago,spain,dd,,,,,,
4264,,Fletcher,spain,dd,,,,,,
4265,,Lepanto,spain,dd,,,,,,
4266,,Converse,spain,dd,,,,,,
4267,,Oquendo,spain,dd,,,,,,
4268,,Roger de Lauria,spain,dd,,,,,,
4269,,Marqués de la Ensenada,spain,dd,,,,,,
4270,,Gearing,spain,dd,,,,,,
4271,,Méndez Núñez,spain,dd,,,,,,
4272,,Lángara,spain,dd,,,,,,
4273,,Blas de Lezo,spain,dd,,,,,,
4274,,Pronta,spain,dd,,,,,,
4275,,Zaragoza,spain,dd,,,,,,
4276,,Viva,spain,dd,,,,,,
4277,,Ligera,spain,dd,,,,,,
4278,,Manatí,spain,dd,,,,,,
4279,,Diligente,spain,dd,,,,,,
4280,,Atrevida,spain,dd,,,,,,
4281,,Tarifa,spain,dd,,,,,,
4282,,Caridad,spain,dd,,,,,,
4283,,Lealtad,spain,dd,,,,,,
4284,,Lista,spain,dd,,,,,,
4285,,Otálora,spain,dd,,,,,,
4286,,Basco,spain,dd,,,,,,
4287,,Gardoqui,spain,dd,,,,,,
4288,,Urdaneta,spain,dd,,,,,,
4289,,Lince,spain,dd,,,,,,
4290,,Cóndor,spain,dd,,,,,,
4291,,Cuervo,spain,dd,,,,,,
4292,,Águila,spain,dd,,,,,,
4293,,Perla,spain,dd,,,,,,
4294,,Rubí,spain,dd,,,,,,
4295,,Diamante,spain,dd,,,,,,
4296,,Estrella,spain,dd,,,,,,
4297,,Flecha,spain,dd,,,,,,
4298,,Satélite,spain,dd,,,,,,
4299,,Vigía,spain,dd,,,,,,
4300,,Alerta,spain,dd,,,,,,
4301,,Ardilla,spain,dd,,,,,,
4302,,Cometa,spain,dd,,,,,,
4303,,Fradera,spain,dd,,,,,,
4304,,Gaviota,spain,dd,,,,,,
4305,,Golondrina,spain,dd,,,,,,
4306,,Almendares,spain,dd,,,,,,
4307,,Baracoa,spain,dd,,,,,,
4308,,Cauto,spain,dd,,,,,,
4309,,Guantánamo,spain,dd,,,,,,
4310,,Yumurí,spain,dd,,,,,,
4311,,Mayarí,spain,dd,,,,,,
4312,,Lanao,spain,dd,,,,,,
4313,,General Blanco,spain,dd,,,,,,
4314,,Corcuera,spain,dd,,,,,,
4315,,Almonte,spain,dd,,,,,,
4316,,Oceanía,spain,dd,,,,,,
4317,,Bidasoa,spain,dd,,,,,,
4318,,Nervión,spain,dd,,,,,,
4319,,Lérez,spain,dd,,,,,,
4320,,Tambre,spain,dd,,,,,,
4321,,Guadalete,spain,dd,,,,,,
4322,,Segura,spain,dd,,,,,,
4323,,Ter,spain,dd,,,,,,
4324,,Guadiaro,spain,dd,,,,,,
4325,,Tinto,spain,dd,,,,,,
4326,,Eume,spain,dd,,,,,,
4327,,Almanzora,spain,dd,,,,,,
4328,,Navia,spain,dd,,,,,,
4329,,Eo,spain,dd,,,,,,
4330,,Guadalhorce,spain,dd,,,,,,
4331,,Nalón,spain,dd,,,,,,
4332,,Llobregat,spain,dd,,,,,,
4333,,Júcar,spain,dd,,,,,,
4334,,Ulla,spain,dd,,,,,,
4335,,Miño,spain,dd,,,,,,
4336,,Ebro,spain,dd,,,,,,
4337,,Turia,spain,dd,,,,,,
4338,,Duero,spain,dd,,,,,,
4339,,Sil,spain,dd,,,,,,
4340,,Tajo,spain,dd,,,,,,
4341,,Genil,spain,dd,,,,,,
4342,,Odiel,spain,dd,,,,,,
4343,,Aggressive,spain,dd,,,,,,
4344,,Guadalmedina,spain,dd,,,,,,
4345,,Guadalquivir,spain,dd,,,,,,
4346,,Guadiana,spain,dd,,,,,,
4347,0,Peral,spain,ss,,,,,,
4348,0,Narciso Monturiol,spain,ss,,,,,,
4349,0,Cosme García,spain,ss,,,,,,
4350,0,General Mola,spain,ss,,,,,,
4351,0,Foca,spain,ss,,,,,,
4352,0,Tiburón,spain,ss,,,,,,
4353,0,Balao,spain,ss,,,,,,
4354,0,Tonina,spain,ss,,,,,,
4355,0,Marsopa,spain,ss,,,,,,
4356,0,Narval,spain,ss,,,,,,
4357,0,Galerna,spain,ss,,,,,,
4358,0,Siroco,spain,ss,,,,,,
4359,0,Mistral,spain,ss,,,,,,
4360,0,Tramontana,spain,ss,,,,,,
4361,,Temerario,spain,tb,,,,,,
4362,,Nueva España,spain,tb,,,,,,
4363,,Martín Alonso Pinzón,spain,tb,,,,,,
4364,,Galicia,spain,tb,,,,,,
4365,,Marqués de Molins,spain,tb,,,,,,
4366,,Vicente Yañez Pinzón,spain,tb,,,,,,
4367,,Filipinas,spain,tb,,,,,,
4368,,Cástor,spain,tb,,,,,,
4369,,Pólux,spain,tb,,,,,,
4370,,Rigel,spain,tb,,,,,,
4371,,Julian Ordoñez,spain,tb,,,,,,
4372,,Acevedo,spain,tb,,,,,,
4373,,Retamosa,spain,tb,,,,,,
4374,,Orión,spain,tb,,,,,,
4375,,Barceló,spain,tb,,,,,,
4376,,Habana,spain,tb,,,,,,
4377,,Azor,spain,tb,,,,,,
4378,,Halcón,spain,tb,,,,,,
4379,,Ariete,spain,tb,,,,,,
4380,,Rayo,spain,tb,,,,,,
4381,,Ejército,spain,tb,,,,,,
4382,,Badajoz,spain,tb,,,,,,
4383,,Falange,spain,tb,,,,,,
4384,,Oviedo,spain,tb,,,,,,
4385,,Requeté,spain,tb,,,,,,
4386,,Toledo,spain,tb,,,,,,
4387,,Sicilia,spain,tb,,,,,,
4388,,Nápoles,spain,tb,,,,,,
4389,,Cándido Pérez,spain,tb,,,,,,
4390,,Javier Quiroga,spain,tb,,,,,,
4391,,Delfín,spain,tb,,,,,,
4392,,Dorado,spain,tb,,,,,,
4393,,Gaviota,spain,tb,,,,,,
4394,,Castle,spain,tb,,,,,,
4395,,Kert,spain,tb,,,,,,
4396,,Lucus,spain,tb,,,,,,
4397,,Martin,spain,tb,,,,,,
4398,,Muluya,spain,tb,,,,,,
4399,,Ras,spain,tb,,,,,,
4400,,Targa,spain,tb,,,,,,
4401,,Arcíla,spain,tb,,,,,,
4402,,Xauen,spain,tb,,,,,,
4403,,Brisquard,spain,tb,,,,,,
4404,,Alcázar,spain,tb,,,,,,
4405,,Larache,spain,tb,,,,,,
4406,,Tetuán,spain,tb,,,,,,
4407,,Suboficiales,spain,tb,,,,,,
4408,,Condestable Zaragoza,spain,tb,,,,,,
4409,,Contramaestre Castelló,spain,tb,,,,,,
4410,,Maquinista Macias,spain,tb,,,,,,
4411,,Torpedista Hernández,spain,tb,,,,,,
4412,,Marinero Cante,spain,tb,,,,,,
4413,,Fogonero Bañobre,spain,tb,,,,,,
4414,,Marinero Jarana,spain,tb,,,,,,
4415,,Pegaso,spain,tb,,,,,,
4416,,Procyon,spain,tb,,,,,,
4417,,Cies,spain,tb,,,,,,
4418,,Salvora,spain,tb,,,,,,
4419,,Centinela,spain,tb,,,,,,
4420,,Serviola,spain,tb,,,,,,
4421,,Lazaga,spain,tb,,,,,,
4422,,Alsedo,spain,tb,,,,,,
4423,,Cadarso,spain,tb,,,,,,
4424,,Villaamil,spain,tb,,,,,,
4425,,Bonifaz,spain,tb,,,,,,
4426,,Recalde,spain,tb,,,,,,
4427,,Laya,spain,tb,,,,,,
4428,,Ordóñez,spain,tb,,,,,,
4429,,Candido Perez,spain,tb,,,,,,
4430,,Anaga,spain,tb,,,,,,
4431,,Marola,spain,tb,,,,,,
4432,,Mouro,spain,tb,,,,,,
4433,,Izaro,spain,tb,,,,,,
4434,,Deva,spain,tb,,,,,,
4435,,Bergantín,spain,tb,,,,,,
4436,,Grosa,spain,tb,,,,,,
4437,,Conejera,spain,tb,,,,,,
4438,,Dragonera,spain,tb,,,,,,
4439,,Espalmador,spain,tb,,,,,,
4440,,Alcanada,spain,tb,,,,,,
4441,,Cormorán,spain,tb,,,,,,
4442,,Chilreu,spain,tb,,,,,,
4443,,Marte,spain,tb,,,,,,
4444,,Neptuno,spain,tb,,,,,,
4445,,Júpiter,spain,tb,,,,,,
4446,,Vulcano,spain,tb,,,,,,
4447,,Eolo,spain,tb,,,,,,
4448,,Tritón,spain,tb,,,,,,
4449,,A,spain,ss,,,,,,
4450,,B,spain,ss,,,,,,
4451,,C,spain,ss,,,,,,
4452,,D,spain,ss,,,,,,
###,,,usa,,,,,,,
4454,,Alabama,usa,bb,,,,,,
4455,,Arizona,usa,bb,,,,,,
4456,,Arkansas,usa,bb,,,,,,
4457,,California,usa,bb,,,,,,
4458,,Colorado,usa,bb,,,,,,
4459,,Connecticut,usa,bb,,,,,,
4460,,Delaware,usa,bb,,,,,,
4461,,Florida,usa,bb,,,,,,
4462,,Georgia,usa,bb,,,,,,
4463,,Idaho,usa,bb,,,,,,
4464,,Illinois,usa,bb,,,,,,
4465,,Indiana,usa,bb,,,,,,
4466,,Iowa,usa,bb,,,,,,
4467,,Kansas,usa,bb,,,,,,
4468,,Kearsarge,usa,bb,,,,,,
4469,,Kentucky,usa,bb,,,,,,
4470,,Louisiana,usa,bb,,,,,,
4471,,Maine,usa,bb,,,,,,
4472,,Maryland,usa,bb,,,,,,
4473,,Massachusetts,usa,bb,,,,,,
4474,,Michigan,usa,bb,,,,,,
4475,,Minnesota,usa,bb,,,,,,
4476,,Mississippi,usa,bb,,,,,,
4477,,Missouri,usa,bb,,,,,,
4478,,Montana,usa,bb,,,,,,
4479,,Nebraska,usa,bb,,,,,,
4480,,Nevada,usa,bb,,,,,,
4481,,New Hampshire,usa,bb,,,,,,
4482,,New Jersey,usa,bb,,,,,,
4483,,New Mexico,usa,bb,,,,,,
4484,,New York,usa,bb,,,,,,
4485,,North Carolina,usa,bb,,,,,,
4486,,North Dakota,usa,bb,,,,,,
4487,,Ohio,usa,bb,,,,,,
4488,,Oklahoma,usa,bb,,,,,,
4489,,Oregon,usa,bb,,,,,,
4490,,Pennsylvania,usa,bb,,,,,,
4491,,Rhode Island,usa,bb,,,,,,
4492,,South Carolina,usa,bb,,,,,,
4493,,South Dakota,usa,bb,,,,,,
4494,,Tennessee,usa,bb,,,,,,
4495,,Texas,usa,bb,,,,,,
4496,,Utah,usa,bb,,,,,,
4497,,Vermont,usa,bb,,,,,,
4498,,Virginia,usa,bb,,,,,,
4499,,Washington,usa,bb,,,,,,
4500,,West Virginia,usa,bb,,,,,,
4501,,Wisconsin,usa,bb,,,,,,
4502,,Wyoming,usa,bb,,,,,,
4503,,Long Beach,usa,bb,,,,,,
4504,,Bainbridge,usa,bb,,,,,,
4505,,Belknap,usa,bb,,,,,,
4506,,Truxtun,usa,bb,,,,,,
4507,,Lexington,usa,bc,,,,,,
4508,,Constellation,usa,bc,,,,,,
4509,,Saratoga,usa,bc,,,,,,
4510,,Ranger,usa,bc,,,,,,
4511,,Constitution,usa,bc,,,,,,
4512,,United States,usa,bc,,,,,,
4513,,Alaska,usa,bc,,,,,,
4514,,Guam,usa,bc,,,,,,
4515,,Hawaii,usa,bc,,,,,,
4516,,Philippines,usa,bc,,,,,,
4517,,Puerto Rico,usa,bc,,,,,,
4518,,Samoa,usa,bc,,,,,,
4519,,America,usa,bc,,,,,,
4520,,Boston,usa,bc,,,,,,
4521,,Philadelphia,usa,bc,,,,,,
4522,,Columbus,usa,bc,,,,,,
4523,,Franklin,usa,bc,,,,,,
4524,,Independence,usa,bc,,,,,,
4525,,Chippewa,usa,bc,,,,,,
4526,,New Orleans,usa,bc,,,,,,
4527,,Pennsylvania,usa,bc,,,,,,
4528,,Delaware,usa,bc,,,,,,
4529,,Vermont,usa,bc,,,,,,
4530,,New Hampshire,usa,bc,,,,,,
4531,,Virginia,usa,bc,,,,,,
4532,,New York,usa,bc,,,,,,
4533,,Ohio,usa,bc,,,,,,
4534,,North Carolina,usa,bc,,,,,,
4535,,Alabama,usa,bc,,,,,,
4536,,Arizona,usa,bc,,,,,,
4537,,Arkansas,usa,bc,,,,,,
4538,,California,usa,bc,,,,,,
4539,,Colorado,usa,bc,,,,,,
4540,,Connecticut,usa,bc,,,,,,
4541,,Florida,usa,bc,,,,,,
4542,,Georgia,usa,bc,,,,,,
4543,,Idaho,usa,bc,,,,,,
4544,,Illinois,usa,bc,,,,,,
4545,,Montana,usa,bc,,,,,,
4546,,Nebraska,usa,bc,,,,,,
4547,,Oklahoma,usa,bc,,,,,,
4548,,Sentinel,usa,bc,,,,,,
4549,,Reliance,usa,bc,,,,,,
4550,,Famous,usa,bc,,,,,,
4551,,Legend,usa,bc,,,,,,
4552,,Saratoga,usa,ca,,,,,,
4553,,Rochester,usa,ca,,,,,,
4554,,Brooklyn,usa,ca,,,,,,
4555,,Pennsylvania,usa,ca,,,,,,
4556,,Pittsburgh,usa,ca,,,,,,
4557,,West Virginia,usa,ca,,,,,,
4558,,Huntington,usa,ca,,,,,,
4559,,California,usa,ca,,,,,,
4560,,San Diego,usa,ca,,,,,,
4561,,Colorado,usa,ca,,,,,,
4562,,Pueblo,usa,ca,,,,,,
4563,,Maryland,usa,ca,,,,,,
4564,,Frederick,usa,ca,,,,,,
4565,,South Dakota,usa,ca,,,,,,
4566,,Huron,usa,ca,,,,,,
4567,,Tennessee,usa,ca,,,,,,
4568,,Memphis,usa,ca,,,,,,
4569,,Washington,usa,ca,,,,,,
4570,,Seattle,usa,ca,,,,,,
4571,,North Carolina,usa,ca,,,,,,
4572,,Charlotte,usa,ca,,,,,,
4573,,Montana,usa,ca,,,,,,
4574,,Missoula,usa,ca,,,,,,
4575,,Chicago,usa,ca,,,,,,
4576,,Olympia,usa,ca,,,,,,
4577,,Columbia,usa,ca,,,,,,
4578,,Minneapolis,usa,ca,,,,,,
4579,,St. Louis,usa,ca,,,,,,
4580,,Charleston,usa,ca,,,,,,
4581,,Baltimore,usa,ca,,,,,,
4582,,Boston,usa,ca,,,,,,
4583,,Canberra,usa,ca,,,,,,
4584,,Quincy,usa,ca,,,,,,
4585,,Albany,usa,ca,,,,,,
4586,,St. Paul,usa,ca,,,,,,
4587,,Columbus,usa,ca,,,,,,
4588,,Helena,usa,ca,,,,,,
4589,,Oregon,usa,ca,,,,,,
4590,,Northampton,usa,ca,,,,,,
4591,,Cambridge,usa,ca,,,,,,
4592,,Bridgeport,usa,ca,,,,,,
4593,,Kansas,usa,ca,,,,,,
4594,,Tulsa,usa,ca,,,,,,
4595,,Bremerton,usa,ca,,,,,,
4596,,Fall River,usa,ca,,,,,,
4597,,Macon,usa,ca,,,,,,
4598,,Toledo,usa,ca,,,,,,
4599,,Des Moines,usa,ca,,,,,,
4600,,Los Angeles,usa,ca,,,,,,
4601,,Norfolk,usa,ca,,,,,,
4602,,Scranton,usa,ca,,,,,,
4603,,Salem,usa,ca,,,,,,
4604,,Dallas,usa,ca,,,,,,
4605,,Albany,usa,cl,,,,,,
4606,,Amsterdam,usa,cl,,,,,,
4607,,Anniston,usa,cl,,,,,,
4608,,Astoria,usa,cl,,,,,,
