,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_12_x2_britain_bb, bc, ca",,305,gun_12_x2,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",maine_gun_254_x2_a,1.22,1.27,1.15,1.1,,,,,,,,,,,kgeorge_gun_380_x2,0.961875,0.9871875,1.18,0.795,kgeorge_gun_380_x2_b,0.961875,0.9871875,1.18,0.795,,,,,,,,,,
"gun_12_x3_britain_bb, bc, ca",,305,gun_12_x3,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",maine_gun_254_x3_a,1.22,1.27,1.15,1.1,,,,,,,,,,,kgeorge_gun_380_x3,0.961875,0.9871875,1.18,0.795,kgeorge_gun_380_x3_c,0.961875,0.9871875,1.18,0.795,,,,,,,,,,
"gun_13_x1_britain_bb, bc, ca",,330,gun_13_x1,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",,,,,,,,,,,,,,,,kgeorge_gun_380_x1_b,1.015,1.05,1.18,0.81,kgeorge_gun_380_x1_b,1.015,1.05,1.18,0.81,,,,,,,,,,
"gun_13_x2_britain_bb, bc, ca",,330,gun_13_x2,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",,,,,,,,,,,,,,,,kgeorge_gun_380_x2_b,1.015,1.05,1.18,0.81,kgeorge_gun_380_x2_b,1.015,1.05,1.18,0.81,,,,,,,,,,
"gun_13_x3_britain_bb, bc, ca",,330,gun_13_x3,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",,,,,,,,,,,,,,,,kgeorge_gun_380_x3_c,1.015,1.05,1.18,0.81,kgeorge_gun_380_x3_c,1.015,1.05,1.18,0.81,,,,,,,,,,
"gun_14_x1_britain_bb, bc, ca",,356,gun_14_x1,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",irresistible_gun_305_x1,1.275,1.340625,1.1,1.022,dreadnought_gun_305_x1,1.3,1.365,1.12,1.097,dreadnought_gun_b_305_x1,1.325,1.389375,1.14,1.071,kgeorge_gun_380_x1_b,1.05,1.0725,1.18,0.84,kgeorge_gun_380_x1_b,1.063125,1.08590625,1.18,0.84,,,,,,,,,,
"gun_14_x2_britain_bb, bc, ca",,356,gun_14_x2,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",irresistible_gun_305_x2,1.275,1.340625,1.1,1.022,dreadnought_gun_305_x2,1.3,1.365,1.12,1.097,dreadnought_gun_b_305_x2,1.325,1.389375,1.14,1.071,kgeorge_gun_380_x2_b,1.05,1.0725,1.18,0.84,kgeorge_gun_380_x2_b,1.063125,1.08590625,1.18,0.84,,,,,,,,,,
"gun_14_x3_britain_bb, bc, ca",,356,gun_14_x3,"britain, portugal, ottoman, brazil, chile","bb, bc, ca",irresistible_gun_305_x3,1.275,1.340625,1.1,1.022,dreadnought_gun_305_x3,1.3,1.365,1.12,1.097,dreadnought_gun_b_305_x3,1.325,1.389375,1.14,1.071,kgeorge_gun_380_x3_c,1.05,1.0725,1.18,0.84,kgeorge_gun_380_x3_c,1.063125,1.08590625,1.18,0.84,,,,,,,,,,
"gun_15_x1_britain_bb, bc, ca",,381,gun_15_x1,"britain, portugal, ottoman, brazil","bb, bc, ca",irresistible_gun_305_x1,1.375,1.438125,1.1,1.025,hood_gun_380_x1,1.05,1.12125,1.16,,hood_gun_380_x1,1.05,1.12125,1.16,,kgeorge_gun_380_x1_b,1.1,1.12125,1.18,0.85,kgeorge_gun_380_x1_b,1.11375,1.135265625,1.18,0.85,,,,,,,,,,
"gun_15_x2_britain_bb, bc, ca",,381,gun_15_x2,"britain, portugal, ottoman, brazil","bb, bc, ca",irresistible_gun_305_x2,1.375,1.438125,1.1,1.025,hood_gun_380_x2,1.05,1.12125,1.16,,hood_gun_380_x2,1.05,1.12125,1.16,,kgeorge_gun_380_x2_b,1.1,1.12125,1.18,0.85,kgeorge_gun_380_x2_b,1.11375,1.135265625,1.18,0.85,,,,,,,,,,
"gun_15_x3_britain_bb, bc, ca",,381,gun_15_x3,"britain, portugal, ottoman, brazil","bb, bc, ca",irresistible_gun_305_x3,1.375,1.438125,1.1,1.025,hood_gun_380_x3,1.05,1.12125,1.16,,hood_gun_380_x3,1.05,1.12125,1.16,,kgeorge_gun_380_x3_c,1.1,1.12125,1.18,0.85,kgeorge_gun_380_x3_c,1.11375,1.135265625,1.18,0.85,,,,,,,,,,
"gun_16_x1_britain_bb, bc, ca",,406,gun_16_x1,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x1,1.15,1.25,1.16,0.968,hood_gun_380_x1,1.15,1.25,1.16,0.968,hood_gun_380_x1,1.15,1.25,1.16,0.968,kgeorge_gun_380_x1_b,1.15,1.17,1.18,0.87,kgeorge_gun_380_x1_b,1.15,1.17,1.18,0.87,,,,,,,,,,
"gun_16_x2_britain_bb, bc, ca",,406,gun_16_x2,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x2,1.15,1.25,1.16,0.968,hood_gun_380_x2,1.15,1.25,1.16,0.968,hood_gun_380_x2,1.15,1.25,1.16,0.968,kgeorge_gun_380_x2_b,1.15,1.17,1.18,0.87,kgeorge_gun_380_x2_b,1.15,1.17,1.18,0.87,,,,,,,,,,
"gun_16_x3_britain_bb, bc, ca",,406,gun_16_x3,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x3,1.15,1.25,1.16,0.968,hood_gun_380_x3,1.15,1.25,1.16,0.968,hood_gun_380_x3,1.15,1.25,1.16,0.968,kgeorge_gun_380_x3_c,1.15,1.17,1.18,0.87,kgeorge_gun_380_x3_c,1.15,1.17,1.18,0.87,,,,,,,,,,
"gun_17_x1_britain_bb, bc, ca",,432,gun_17_x1,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x1,1.27,1.35,1.16,0.92,kgeorge_gun_380_x1,1.16,1.19,1.14,0.92,kgeorge_gun_380_x1_b,1.16,1.19,1.14,0.92,kgeorge_gun_380_x1_b,1.16,1.19,1.14,0.92,kgeorge_gun_380_x1_b,1.16,1.19,1.14,0.92,,,,,,,,,,
"gun_17_x2_britain_bb, bc, ca",,432,gun_17_x2,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x2,1.27,1.35,1.16,0.92,kgeorge_gun_380_x2,1.16,1.19,1.14,0.92,kgeorge_gun_380_x2_b,1.16,1.19,1.14,0.92,kgeorge_gun_380_x2_b,1.16,1.19,1.14,0.92,kgeorge_gun_380_x2_b,1.16,1.19,1.14,0.92,,,,,,,,,,
"gun_17_x3_britain_bb, bc, ca",,432,gun_17_x3,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x3,1.27,1.35,1.16,0.92,kgeorge_gun_380_x3,1.16,1.19,1.14,0.92,kgeorge_gun_380_x3_c,1.16,1.19,1.14,0.92,kgeorge_gun_380_x3_c,1.16,1.19,1.14,0.92,kgeorge_gun_380_x3_c,1.16,1.19,1.14,0.92,,,,,,,,,,
"gun_18_x1_britain_bb, bc, ca",,457,gun_18_x1,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x1,1.36,1.43,1.16,0.92,kgeorge_gun_380_x1,1.2,1.23,1.12,0.931,kgeorge_gun_380_x1_b,1.2,1.23,1.12,0.931,kgeorge_gun_380_x1_b,1.2,1.23,1.12,0.931,kgeorge_gun_380_x1_b,1.2,1.23,1.12,0.931,,,,,,,,,,
"gun_18_x2_britain_bb, bc, ca",,457,gun_18_x2,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x2,1.36,1.43,1.16,0.92,kgeorge_gun_380_x2,1.2,1.23,1.12,0.931,kgeorge_gun_380_x2_b,1.2,1.23,1.12,0.931,kgeorge_gun_380_x2_b,1.2,1.23,1.12,0.931,kgeorge_gun_380_x2_b,1.2,1.23,1.12,0.931,,,,,,,,,,
"gun_18_x3_britain_bb, bc, ca",,457,gun_18_x3,"britain, portugal, ottoman, brazil","bb, bc, ca",hood_gun_380_x3,1.36,1.43,1.16,0.92,kgeorge_gun_380_x3,1.2,1.23,1.12,0.931,kgeorge_gun_380_x3_c,1.2,1.23,1.12,0.931,kgeorge_gun_380_x3_c,1.2,1.23,1.12,0.931,kgeorge_gun_380_x3_c,1.2,1.23,1.12,0.931,,,,,,,,,,
"gun_19_x1_britain_bb, bc, ca",,483,gun_19_x1,"britain, portugal, ottoman, brazil","bb, bc, ca",kgeorge_gun_380_x1,1.3,1.34,1.16,0.91,kgeorge_gun_380_x1,1.3,1.34,1.16,0.91,kgeorge_gun_380_x1_b,1.3,1.34,1.16,0.91,kgeorge_gun_380_x1_b,1.3,1.34,1.16,0.91,kgeorge_gun_380_x1_b,1.3,1.34,1.16,0.91,,,,,,,,,,
"gun_19_x2_britain_bb, bc, ca",,483,gun_19_x2,"britain, portugal, ottoman, brazil","bb, bc, ca",kgeorge_gun_380_x2,1.3,1.34,1.16,0.91,kgeorge_gun_380_x2,1.3,1.34,1.16,0.91,kgeorge_gun_380_x2_b,1.3,1.34,1.16,0.91,kgeorge_gun_380_x2_b,1.3,1.34,1.16,0.91,kgeorge_gun_380_x2_b,1.3,1.34,1.16,0.91,,,,,,,,,,
"gun_19_x3_britain_bb, bc, ca",,483,gun_19_x3,"britain, portugal, ottoman, brazil","bb, bc, ca",kgeorge_gun_380_x3,1.3,1.34,1.16,0.91,kgeorge_gun_380_x3,1.3,1.34,1.16,0.91,kgeorge_gun_380_x3_c,1.3,1.34,1.16,0.91,kgeorge_gun_380_x3_c,1.3,1.34,1.16,0.91,kgeorge_gun_380_x3_c,1.3,1.34,1.16,0.91,,,,,,,,,,
"gun_20_x1_britain_bb, bc, ca",,508,gun_20_x1,"britain, portugal, ottoman, brazil","bb, bc, ca",kgeorge_gun_380_x1,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x1,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x1_b,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x1_b,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x1_b,1.379,1.4405625,1.16,0.9,,,,,,,,,,
"gun_20_x2_britain_bb, bc, ca",,508,gun_20_x2,"britain, portugal, ottoman, brazil","bb, bc, ca",kgeorge_gun_380_x2,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x2,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x2_b,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x2_b,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x2_b,1.379,1.4405625,1.16,0.9,,,,,,,,,,
"gun_20_x3_britain_bb, bc, ca",,508,gun_20_x3,"britain, portugal, ottoman, brazil","bb, bc, ca",kgeorge_gun_380_x3,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x3,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x3_c,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x3_c,1.379,1.4405625,1.16,0.9,kgeorge_gun_380_x3_c,1.379,1.4405625,1.16,0.9,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_spain_bb, bc",,51,gun_2_x1,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x2_spain_bb, bc",,51,gun_2_x2,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,moga_gun_127_x2,0.8,0.975,1.2,1.34,,,,,,,,,,
"gun_2_x3_spain_bb, bc",,51,gun_2_x3,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,moga_gun_127_x3,0.8,0.975,1.2,1.34,,,,,,,,,,
"gun_3_x1_spain_bb, bc",,76,gun_3_x1,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,moga_gun_127_x1,1,1.185,1.2,1.34,,,,,,,,,,
"gun_3_x2_spain_bb, bc",,76,gun_3_x2,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,moga_gun_127_x2,1,1.185,1.2,1.34,,,,,,,,,,
"gun_3_x3_spain_bb, bc",,76,gun_3_x3,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,moga_gun_127_x3,1,1.185,1.2,1.34,,,,,,,,,,
"gun_4_x1_spain_bb,bc,ca,cl,dd,tb",,102,gun_4_x1,spain,"bb, bc, ca, cl, dd, tb",dd_s_gun_b_102_x1,1,1.1,1.05,1.55,dd_s_gun_b_102_x1,1,1.1,1.05,1.55,dd_s_gun_b_102_x1,1,1.1,1.05,1.55,ussr_gun_100_x1,0.95,1.04,1.98,1.73,ussr_gun_100_x1,0.95,1.04,1.98,1.73,,,,,,,,,,
"gun_4_x2_spain_bb,bc,ca,cl,dd,tb",,102,gun_4_x2,spain,"bb, bc, ca, cl, dd, tb",tsesarevich_gun_152_x2,0.8,0.89,2,1.4,dreadnought_gun_178_x2,0.95,1.04,1.5,1.19,dreadnought_gun_178_x2,0.95,1.04,1.5,1.19,ussr_gun_100_x2,0.95,1.04,1.98,1.73,ussr_gun_100_x2,0.95,1.04,1.98,1.73,,,,,,,,,,
"gun_4_x3_spain_bb,bc,ca,cl,dd,tb",,102,gun_4_x3,spain,"bb, bc, ca, cl, dd, tb",tsesarevich_gun_152_x3,0.8,0.89,2,1.4,dreadnought_gun_178_x3,0.95,1.04,1.5,1.19,dreadnought_gun_178_x3,0.95,1.04,1.5,1.19,ussr_gun_100_x3,0.95,1.04,1.98,1.73,ussr_gun_100_x3,0.95,1.04,1.98,1.73,,,,,,,,,,
"gun_5_x1_spain_bb,bc,ca,cl,dd",,127,gun_5_x1,spain,"bb, bc, ca, cl, dd",dd_s_gun_b_102_x1,1.1,1.2,1.05,1.4,dd_s_gun_b_102_x1,1.1,1.2,1.05,1.4,dd_s_gun_b_102_x1,1.1,1.2,1.05,1.4,ussr_gun_152_x1,0.92,0.9,1.55,1.29,ussr_gun_152_x1,0.92,0.9,1.55,1.29,,,,,,,,,,
"gun_5_x2_spain_bb,bc,ca,cl,dd",,127,gun_5_x2,spain,"bb, bc, ca, cl, dd",tsesarevich_gun_152_x2,0.9,0.99,1.55,1.23,dreadnought_gun_178_x2,1.05,1.14,1.55,1.06,dreadnought_gun_178_x2,1.05,1.14,1.55,1.06,ussr_gun_152_x2,0.92,0.9,1.55,1.29,ussr_gun_152_x2,0.92,0.9,1.55,1.29,,,,,,,,,,
"gun_5_x3_spain_bb,bc,ca,cl,dd",,127,gun_5_x3,spain,"bb, bc, ca, cl, dd",tsesarevich_gun_152_x3,0.9,0.99,1.55,1.23,dreadnought_gun_178_x3,1.05,1.14,1.55,1.06,dreadnought_gun_178_x3,1.05,1.14,1.55,1.06,ussr_gun_152_x3,0.92,0.9,1.55,1.29,ussr_gun_152_x3,0.92,0.9,1.55,1.29,,,,,,,,,,
"gun_6_x1_spain_bb,bc,ca,cl",,152,gun_6_x1,spain,"bb, bc, ca, cl",tsesarevich_gun_152_x1,1,1.09,1.25,1.25,dreadnought_gun_178_x1,1.15,1.21,1.22,1.09,dreadnought_gun_178_x1,1.15,1.21,1.22,1.09,ussr_gun_152_x1,1,1.09,1.36,1.35,ussr_gun_152_x1,1,1.09,1.36,1.35,,,,,,,,,,
"gun_6_x2_spain_bb,bc,ca,cl",,152,gun_6_x2,spain,"bb, bc, ca, cl",tsesarevich_gun_152_x2,1,1.09,1.25,1.25,dreadnought_gun_178_x2,1.15,1.21,1.22,1.09,dreadnought_gun_178_x2,1.15,1.21,1.22,1.09,ussr_gun_152_x2,1,1.09,1.36,1.35,ussr_gun_152_x2,1,1.09,1.36,1.35,,,,,,,,,,
"gun_6_x3_spain_bb,bc",,152,gun_6_x3,spain,"bb, bc, ca, cl",tsesarevich_gun_152_x3,1,1.09,1.25,1.25,dreadnought_gun_178_x3,1.15,1.21,1.22,1.09,dreadnought_gun_178_x3,1.15,1.21,1.22,1.09,ussr_gun_152_x3,1,1.09,1.36,1.35,ussr_gun_152_x3,1,1.09,1.36,1.35,,,,,,,,,,
"gun_7_x1_spain_bb,bc",,178,gun_7_x1,spain,"bb, bc",tsesarevich_gun_152_x1,1.1,1.19,1.25,1.32,dreadnought_gun_178_x1,1.22,1.29,1.22,1.16,dreadnought_gun_178_x1,1.22,1.29,1.22,1.16,agamemnon_gun_228_x1,1,1.04,1.15,1.281,agamemnon_gun_228_x1,1,1.04,1.15,1.281,,,,,,,,,,
"gun_7_x2_spain_bb,bc",,178,gun_7_x2,spain,"bb, bc",tsesarevich_gun_152_x2,1.1,1.19,1.25,1.32,dreadnought_gun_178_x2,1.22,1.29,1.22,1.16,dreadnought_gun_178_x2,1.22,1.29,1.22,1.16,agamemnon_gun_228_x2,1,1.04,1.15,1.281,agamemnon_gun_228_x2,1,1.04,1.15,1.281,,,,,,,,,,
"gun_7_x3_spain_bb,bc",,178,gun_7_x3,spain,"bb, bc",tsesarevich_gun_152_x3,1.1,1.19,1.25,1.32,dreadnought_gun_178_x3,1.22,1.29,1.22,1.16,dreadnought_gun_178_x3,1.22,1.29,1.22,1.16,agamemnon_gun_228_x3,1,1.04,1.15,1.281,agamemnon_gun_228_x3,1,1.04,1.15,1.281,,,,,,,,,,
"gun_8_x1_spain_bb,bc",,203,gun_8_x1,spain,"bb, bc",tsesarevich_gun_152_x1,1.2,1.29,1.25,1.32,dreadnought_gun_178_x1,1.3,1.39,1.22,1.22,dreadnought_gun_178_x1,1.3,1.39,1.22,1.22,agamemnon_gun_228_x1,1.05,1.085,1.15,1.351,agamemnon_gun_228_x1,1.05,1.085,1.15,1.351,,,,,,,,,,
"gun_8_x2_spain_bb,bc",,203,gun_8_x2,spain,"bb, bc",tsesarevich_gun_152_x2,1.2,1.29,1.25,1.32,dreadnought_gun_178_x2,1.3,1.39,1.22,1.22,dreadnought_gun_178_x2,1.3,1.39,1.22,1.22,agamemnon_gun_228_x2,1.05,1.085,1.15,1.351,agamemnon_gun_228_x2,1.05,1.085,1.15,1.351,,,,,,,,,,
"gun_8_x3_spain_bb,bc",,203,gun_8_x3,spain,"bb, bc",tsesarevich_gun_152_x3,1.2,1.29,1.25,1.32,dreadnought_gun_178_x3,1.3,1.39,1.22,1.22,dreadnought_gun_178_x3,1.3,1.39,1.22,1.22,agamemnon_gun_228_x3,1.05,1.085,1.15,1.351,agamemnon_gun_228_x3,1.05,1.085,1.15,1.351,,,,,,,,,,
"gun_7_x1_spain_ca,cl",,178,gun_7_x1,spain,"ca,cl",tsesarevich_gun_152_x1,1.1,1.17,1.25,1.176,warrior_gun_228_x1,0.975,0.999375,1.15,,warrior_gun_228_x1,0.975,0.999375,1.15,,agamemnon_gun_228_x1,1,1.04,1.15,1.281,agamemnon_gun_228_x1,1,1.04,1.15,1.281,,,,,,,,,,
"gun_7_x2_spain_ca,cl",,178,gun_7_x2,spain,"ca,cl",tsesarevich_gun_152_x2,1.1,1.17,1.25,1.176,warrior_gun_228_x2,0.975,0.999375,1.15,,warrior_gun_228_x2,0.975,0.999375,1.15,,agamemnon_gun_228_x2,1,1.04,1.15,1.281,agamemnon_gun_228_x2,1,1.04,1.15,1.281,,,,,,,,,,
"gun_7_x3_spain_ca,cl",,178,gun_7_x3,spain,"ca,cl",tsesarevich_gun_152_x3,1.1,1.17,1.25,1.176,warrior_gun_228_x3,0.975,0.999375,1.15,,warrior_gun_228_x3,0.975,0.999375,1.15,,agamemnon_gun_228_x3,1,1.04,1.15,1.281,agamemnon_gun_228_x3,1,1.04,1.15,1.281,,,,,,,,,,
"gun_8_x1_spain_ca,cl",,203,gun_8_x1,spain,"ca,cl",tsesarevich_gun_152_x1,1.2,1.29,1.25,1.32,warrior_gun_228_x1,1.025,1.095,1.15,1.174,warrior_gun_228_x1,1.025,1.095,1.15,1.174,agamemnon_gun_228_x1,1.05,1.085,1.15,1.351,agamemnon_gun_228_x1,1.05,1.085,1.15,1.351,,,,,,,,,,
"gun_8_x2_spain_ca,cl",,203,gun_8_x2,spain,"ca,cl",tsesarevich_gun_152_x2,1.2,1.29,1.25,1.32,warrior_gun_228_x2,1.025,1.095,1.15,1.174,warrior_gun_228_x2,1.025,1.095,1.15,1.174,agamemnon_gun_228_x2,1.05,1.085,1.15,1.351,agamemnon_gun_228_x2,1.05,1.085,1.15,1.351,,,,,,,,,,
"gun_8_x3_spain_ca,cl",,203,gun_8_x3,spain,"ca,cl",tsesarevich_gun_152_x3,1.2,1.29,1.25,1.32,warrior_gun_228_x3,1.025,1.095,1.15,1.174,warrior_gun_228_x3,1.025,1.095,1.15,1.174,agamemnon_gun_228_x3,1.05,1.085,1.15,1.351,agamemnon_gun_228_x3,1.05,1.085,1.15,1.351,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_9_x1_spain_bb, bc, ca",,229,gun_9_x1,spain,"bb, bc, ca",friedrich_gun_228_x1,1,1.0725,1.25,1.371,agamemnon_gun_228_x1,1.1,1.195,1.2,1.42,agamemnon_gun_228_x1,1.1,1.195,1.2,1.42,dreadnought_gun_305_x1,0.9,0.97,1.14,,dreadnought_gun_305_x1,0.9,0.97,1.14,,,,,,,,,,,
"gun_9_x2_spain_bb, bc, ca",,229,gun_9_x2,spain,"bb, bc, ca",friedrich_gun_228_x2,1,1.0725,1.25,1.371,agamemnon_gun_228_x2,1.1,1.195,1.2,1.42,agamemnon_gun_228_x2,1.1,1.195,1.2,1.42,dreadnought_gun_305_x2,0.9,0.97,1.14,,dreadnought_gun_305_x2,0.9,0.97,1.14,,,,,,,,,,,
"gun_9_x3_spain_bb, bc, ca",,229,gun_9_x3,spain,"bb, bc, ca",friedrich_gun_228_x3,1,1.0725,1.25,1.371,agamemnon_gun_228_x3,1.1,1.195,1.2,1.42,agamemnon_gun_228_x3,1.1,1.195,1.2,1.42,dreadnought_gun_305_x3,0.9,0.97,1.14,,dreadnought_gun_305_x3,0.9,0.97,1.14,,,,,,,,,,,
"gun_10_x1_spain_bb, bc, ca",,254,gun_10_x1,spain,"bb, bc, ca",friedrich_gun_228_x1,1.1,1.17,1.25,1.325,agamemnon_gun_305_x1,0.85,0.91,1.2,1.52,agamemnon_gun_305_x1,0.85,0.91,1.2,1.52,dreadnought_gun_305_x1,0.98,1.04,1.14,1.32,dreadnought_gun_305_x1,0.98,1.04,1.14,1.32,,,,,,,,,,
"gun_10_x2_spain_bb, bc, ca",,254,gun_10_x2,spain,"bb, bc, ca",friedrich_gun_228_x2,1.1,1.17,1.25,1.325,agamemnon_gun_305_x2,0.85,0.91,1.2,1.52,agamemnon_gun_305_x2,0.85,0.91,1.2,1.52,dreadnought_gun_305_x2,0.98,1.04,1.14,1.32,dreadnought_gun_305_x2,0.98,1.04,1.14,1.32,,,,,,,,,,
"gun_10_x3_spain_bb, bc, ca",,254,gun_10_x3,spain,"bb, bc, ca",friedrich_gun_228_x3,1.1,1.17,1.25,1.325,agamemnon_gun_305_x3,0.85,0.91,1.2,1.52,agamemnon_gun_305_x3,0.85,0.91,1.2,1.52,dreadnought_gun_305_x3,0.98,1.04,1.14,1.32,dreadnought_gun_305_x3,0.98,1.04,1.14,1.32,,,,,,,,,,
"gun_11_x1_spain_bb, bc, ca",,279,gun_11_x1,spain,"bb, bc, ca",brandenburg_gun_279_x1,1,1.0975,1.75,1.352,agamemnon_gun_305_x1,0.92,0.99,1.2,1.25,agamemnon_gun_305_x1,0.92,0.99,1.2,1.25,dreadnought_gun_305_x1,1.05,1.11,1.14,1.09,dreadnought_gun_305_x1,1.05,1.11,1.14,1.09,,,,,,,,,,
"gun_11_x2_spain_bb, bc, ca",,279,gun_11_x2,spain,"bb, bc, ca",brandenburg_gun_279_x2,1,1.0975,1.75,1.352,agamemnon_gun_305_x2,0.92,0.99,1.2,1.25,agamemnon_gun_305_x2,0.92,0.99,1.2,1.25,dreadnought_gun_305_x2,1.05,1.11,1.14,1.09,dreadnought_gun_305_x2,1.05,1.11,1.14,1.09,,,,,,,,,,
"gun_11_x3_spain_bb, bc, ca",,279,gun_11_x3,spain,"bb, bc, ca",brandenburg_gun_279_x3,1,1.0975,1.75,1.352,agamemnon_gun_305_x3,0.92,0.99,1.2,1.25,agamemnon_gun_305_x3,0.92,0.99,1.2,1.25,dreadnought_gun_305_x3,1.05,1.11,1.14,1.09,dreadnought_gun_305_x3,1.05,1.11,1.14,1.09,,,,,,,,,,
"gun_12_x1_spain_bb, bc, ca",,305,gun_12_x1,spain,"bb, bc, ca",brandenburg_gun_279_x1,1.1,1.1975,1.75,1.33,agamemnon_gun_305_x1,1,1.09,1.2,1.25,agamemnon_gun_305_x1,1,1.09,1.2,1.25,dreadnought_gun_305_x1,1.12,1.18,1.14,1.11,dreadnought_gun_305_x1,1.12,1.18,1.14,1.11,,,,,,,,,,
"gun_12_x2_spain_bb, bc, ca",,305,gun_12_x2,spain,"bb, bc, ca",brandenburg_gun_279_x2,1.1,1.1975,1.75,1.33,agamemnon_gun_305_x2,1,1.09,1.2,1.25,agamemnon_gun_305_x2,1,1.09,1.2,1.25,dreadnought_gun_305_x2,1.12,1.18,1.14,1.11,dreadnought_gun_305_x2,1.12,1.18,1.14,1.11,,,,,,,,,,
"gun_12_x3_spain_bb, bc, ca",,305,gun_12_x3,spain,"bb, bc, ca",brandenburg_gun_279_x3,1.1,1.1975,1.75,1.33,agamemnon_gun_305_x3,1,1.09,1.2,1.25,agamemnon_gun_305_x3,1,1.09,1.2,1.25,dreadnought_gun_305_x3,1.12,1.18,1.14,1.11,dreadnought_gun_305_x3,1.12,1.18,1.14,1.11,,,,,,,,,,
"gun_13_x1_spain_bb, bc, ca",,330,gun_13_x1,spain,"bb, bc, ca",brandenburg_gun_279_x1,1.2,1.2975,1.75,1.31,agamemnon_gun_305_x1,1.1,1.19,1.2,1.21,agamemnon_gun_305_x1,1.1,1.19,1.2,1.21,dreadnought_gun_305_x1,1.19,1.25,1.14,1.125,dreadnought_gun_305_x1,1.19,1.25,1.14,1.125,,,,,,,,,,
"gun_13_x2_spain_bb, bc, ca",,330,gun_13_x2,spain,"bb, bc, ca",brandenburg_gun_279_x2,1.2,1.2975,1.75,1.31,agamemnon_gun_305_x2,1.1,1.19,1.2,1.21,agamemnon_gun_305_x2,1.1,1.19,1.2,1.21,dreadnought_gun_305_x2,1.19,1.25,1.14,1.125,dreadnought_gun_305_x2,1.19,1.25,1.14,1.125,,,,,,,,,,
"gun_13_x3_spain_bb, bc, ca",,330,gun_13_x3,spain,"bb, bc, ca",brandenburg_gun_279_x3,1.2,1.2975,1.75,1.31,agamemnon_gun_305_x3,1.1,1.19,1.2,1.21,agamemnon_gun_305_x3,1.1,1.19,1.2,1.21,dreadnought_gun_305_x3,1.19,1.25,1.14,1.125,dreadnought_gun_305_x3,1.19,1.25,1.14,1.125,,,,,,,,,,
"gun_14_x1_spain_bb, bc, ca",,356,gun_14_x1,spain,"bb, bc, ca",dreadnought_gun_305_x1,1.26,1.32,1.14,1.15,agamemnon_gun_305_x1,1.2,1.29,1.2,1.18,agamemnon_gun_305_x1,1.2,1.29,1.2,1.18,dreadnought_gun_305_x1,1.26,1.32,1.14,1.15,dreadnought_gun_305_x1,1.26,1.32,1.14,1.15,,,,,,,,,,
